4000000,1000,1557
4000000,2000,453
4000000,4000,306
4000000,8000,279
4000000,16000,286
4000000,32000,267
4000000,64000,277
4000000,128000,291
4000000,256000,302
4000000,512000,301
4000000,1024000,233
4000000,2048000,206
