2000000,1000,566
2000000,2000,243
2000000,4000,209
2000000,8000,202
2000000,16000,194
2000000,32000,180
2000000,64000,147
2000000,128000,102
2000000,256000,93
2000000,512000,85
2000000,1024000,107
