2000000,1000,483
2000000,2000,188
2000000,4000,141
2000000,8000,128
2000000,16000,153
2000000,32000,129
2000000,64000,170
2000000,128000,198
2000000,256000,125
2000000,512000,81
2000000,1024000,103
